"geneID"	"LogFC"
"CH17-5A7.1"	0.21
"CICP16"	0.21
"CISD1"	0.21
"CLN3"	0.21
"CMTM6"	0.21
"COL6A5"	0.21
"COPB1"	0.21
"COPB2"	0.21
"COQ3"	0.21
"CPB1"	0.21
"CSNK2B"	0.21
"CTD-2514C3.1"	0.21
"CYB561D1"	0.21
"CYP4V2"	0.21
"DCUN1D4"	0.21
"DPH6"	0.21
"EGLN2"	0.21
"EIF3I"	0.21
"EMG1"	0.21
"FAM149A"	0.21
"FAM27B"	0.21
"FJX1"	0.21
"FKBP8"	0.21
"GEM"	0.21
"GEMIN5"	0.21
"GFAP"	0.21
"GLT8D1"	0.21
"GPAA1P2"	0.21
"GSK3B"	0.21
"GTF2F1"	0.21
"HIST1H2BN"	0.21
"HOXC4"	0.21
"HSPA8P1"	0.21
"HTRA2"	0.21
"IFI44"	0.21
"ITGA1"	0.21
"KATNBL1"	0.21
"KCNMB1"	0.21
"KIF3B"	0.21
"KRT18P12"	0.21
"LGALS12"	0.21
"LGALS17A"	0.21
"LINC00869"	0.21
"LRRN2"	0.21
"MBD4"	0.21
"MBTPS1"	0.21
"MC4R"	0.21
"MED19"	0.21
"METTL15"	0.21
"MORF4L2"	0.21
"MRPS24"	0.21
"NAGLU"	0.21
"NOC2L"	0.21
"NOXA1"	0.21
"NPAT"	0.21
"NPRL3"	0.21
"NT5E"	0.21
"NUDT16"	0.21
"NUMB"	0.21
"OGFOD2"	0.21
"OR52A1"	0.21
"OXTR"	0.21
"PAGR1"	0.21
"PARVB"	0.21
"PCDHB13"	0.21
"PCED1A"	0.21
"PDGFC"	0.21
"PDIA6"	0.21
"PDSS2"	0.21
"PGAM1"	0.21
"PHAX"	0.21
"PHB"	0.21
"PHF21B"	0.21
"PLG"	0.21
"PMM1"	0.21
"PMS2P7"	0.21
"PNPLA4"	0.21
"POLD2"	0.21
"PON2"	0.21
"PRCC"	0.21
"PREB"	0.21
"PRR5-ARHGAP8"	0.21
"PRRX1"	0.21
"PSG1"	0.21
"PTDSS1"	0.21
"PURA"	0.21
"PUS1"	0.21
"RAB11FIP3"	0.21
"RAB19"	0.21
"RGS9"	0.21
"RHBDD3"	0.21
"RHBDL1"	0.21
"RP1-39G22.4"	0.21
"RP11-10D7.5"	0.21
"RP11-160C18.2"	0.21
"RP11-162A12.3"	0.21
"RP11-201K10.3"	0.21
"RP11-235E17.5"	0.21
"RP11-432M8.9"	0.21
"RP11-53B2.6"	0.21
"RP11-707G14.8"	0.21
"RP5-967N21.7"	0.21
"SCEL"	0.21
"SCGB2B2"	0.21
"SDHAP2"	0.21
"SHROOM3"	0.21
"SLC2A6"	0.21
"SNAPC2"	0.21
"SNCA"	0.21
"SNRPGP5"	0.21
"STARD3NL"	0.21
"STEAP1B"	0.21
"SUCLG1"	0.21
"TAF1A"	0.21
"TEX2"	0.21
"THSD7B"	0.21
"TMC5"	0.21
"TMCO4"	0.21
"TMED1"	0.21
"TMEM116"	0.21
"TMEM262"	0.21
"TMEM69"	0.21
"TMX4"	0.21
"TNFAIP6"	0.21
"TNFSF12-TNFSF13"	0.21
"TNPO3"	0.21
"TPM4"	0.21
"TPMTP1"	0.21
"TRIB1"	0.21
"TRIM49D1"	0.21
"TRIP6"	0.21
"TSKU"	0.21
"TSPAN5"	0.21
"TSPAN7"	0.21
"UBA52P8"	0.21
"UGT1A7"	0.21
"USP6NL"	0.21
"VANGL1"	0.21
"VCPKMT"	0.21
"VEGFB"	0.21
"WDR34"	0.21
"XXbac-BCX105G6.12"	0.21
"YWHAZP4"	0.21
"ZACN"	0.21
"ZC3H6"	0.21
"ZDHHC6"	0.21
"ZNF146"	0.21
"ZNF148"	0.21
"ZNF225"	0.21
"ZNF304"	0.21
"ZNF341"	0.21
"ZNF620"	0.21
"AC010240.2"	0.2
"AC012358.4"	0.2
"AC104651.2"	0.2
"ACAD9"	0.2
"ACIN1"	0.2
"ACOX3"	0.2
"ACTBP8"	0.2
"ACTG1"	0.2
"ADAM15"	0.2
"ADAM21"	0.2
"ADCK5"	0.2
"AGBL5"	0.2
"AGTPBP1"	0.2
"AKR1B1"	0.2
"AKT2"	0.2
"ALDH16A1"	0.2
"ALDH7A1"	0.2
"AMDHD2"	0.2
"ANKRD46"	0.2
"AP1S1"	0.2
"APOPT1"	0.2
"AR"	0.2
"ARG2"	0.2
"ARGFXP1"	0.2
"ARL4D"	0.2
"ARRB2"	0.2
"ATG9A"	0.2
"AXIN2"	0.2
"B4GALT3"	0.2
"BTBD3"	0.2
"BUB1"	0.2
"C19orf70"	0.2
"C1QBP"	0.2
"C7orf43"	0.2
"CCDC173"	0.2
"CCDC73"	0.2
"CCS"	0.2
"CD9"	0.2
"CNTNAP5"	0.2
"COPE"	0.2
"CPE"	0.2
"CPT1C"	0.2
"CRAT"	0.2
"CSNK1A1L"	0.2
"CTB-159G17.4"	0.2
"CTNNA2"	0.2
"CTSH"	0.2
"CYB5A"	0.2
"CYP20A1"	0.2
"DEAF1"	0.2
"DEGS1"	0.2
"DENND3"	0.2
"DFFA"	0.2
"DPYSL3"	0.2
"DUSP1"	0.2
"ECHDC1"	0.2
"EPS15L1"	0.2
"EXTL2"	0.2
"FAM129B"	0.2
"FAM197Y3"	0.2
"FAM200B"	0.2
"FKBP1C"	0.2
"FPGS"	0.2
"GAPDHP32"	0.2
"GAPDHP66"	0.2
"GAS2L1"	0.2
"GLCCI1"	0.2
"GOLGA6L17P"	0.2
"GTF2IP23"	0.2
"HEG1"	0.2
"HNRNPKP4"	0.2
"HSBP1L1"	0.2
"ICA1"	0.2
"ICA1L"	0.2
"IKBKG"	0.2
"IKZF2"	0.2
"ITGAX"	0.2
"JUND"	0.2
"KCNAB2"	0.2
"LAGE3P1"	0.2
"LAMB3"	0.2
"LRPAP1"	0.2
"LRRC41"	0.2
"LRRIQ4"	0.2
"LYPLAL1"	0.2
"MANBAL"	0.2
"MCMBP"	0.2
"MIER2"	0.2
"MLST8"	0.2
"MPDU1"	0.2
"MRRF"	0.2
"MTCO1P25"	0.2
"MTMR8"	0.2
"N4BP1"	0.2
"NAA50"	0.2
"NABP2"	0.2
"NCOR2"	0.2
"NDUFS8"	0.2
"NID1"	0.2
"NOB1"	0.2
"OR7E94P"	0.2
"PABPC1L"	0.2
"PABPC4"	0.2
"PAEP"	0.2
"PCNT"	0.2
"PCYT2"	0.2
"PEBP1P2"	0.2
"PES1"	0.2
"PI4K2A"	0.2
"PI4KB"	0.2
"PLCH2"	0.2
"PLXNB3"	0.2
"PMPCA"	0.2
"POM121L7"	0.2
"PPM1J"	0.2
"PPP2R5D"	0.2
"PSMG1"	0.2
"PTGER1"	0.2
"PTMS"	0.2
"PTPRG"	0.2
"RAD54B"	0.2
"RBMS1"	0.2
"RBPJL"	0.2
"REM1"	0.2
"RIMS3"	0.2
"RNF41"	0.2
"ROPN1"	0.2
"RP11-157L3.11"	0.2
"RP11-169K16.8"	0.2
"RP11-192M23.1"	0.2
"RP11-438J1.1"	0.2
"RP11-949J7.8"	0.2
"RP3-415N12.1"	0.2
"RPL35AP32"	0.2
"RPS18P12"	0.2
"SCAND1"	0.2
"SCGB3A2"	0.2
"SCYL1"	0.2
"SCYL2"	0.2
"SEC13"	0.2
"SLC22A15"	0.2
"SLC25A6"	0.2
"SLC43A2"	0.2
"SPATC1L"	0.2
"SPEG"	0.2
"SSPO"	0.2
"STX18"	0.2
"STYXL1"	0.2
"SUGP1"	0.2
"SUN1"	0.2
"TADA2A"	0.2
"TBC1D2B"	0.2
"TCF3P1"	0.2
"TCTEX1D2"	0.2
"THBS2"	0.2
"TMEM100"	0.2
"TMEM143"	0.2
"TMEM243"	0.2
"TNPO1"	0.2
"TOR3A"	0.2
"TPM3P6"	0.2
"TRIM5"	0.2
"TSPAN3"	0.2
"TUBB8P1"	0.2
"UBFD1"	0.2
"UBOX5"	0.2
"USP15"	0.2
"USP42"	0.2
"WHRN"	0.2
"YWHAZP2"	0.2
"ZFAND3"	0.2
"ZFP36L1"	0.2
"ZNF581"	0.2
"A4GNT"	0.19
"AAR2"	0.19
"AC129778.2"	0.19
"ACOT11"	0.19
"ACTBP2"	0.19
"ADAD2"	0.19
"AGPAT3"	0.19
"AIG1"	0.19
"ANO7"	0.19
"ARL6IP5"	0.19
"ASUN"	0.19
"ATP13A1"	0.19
"AURKAIP1"	0.19
"BCL6B"	0.19
"BOLA2B"	0.19
"BOLL"	0.19
"C11orf94"	0.19
"C14orf1"	0.19
"C14orf132"	0.19
"C16orf96"	0.19
"C17orf49"	0.19
"C19orf44"	0.19
"C19orf47"	0.19
"C7orf73"	0.19
"CABIN1"	0.19
"CASP7"	0.19
"CCDC159"	0.19
"CD47"	0.19
"CD99L2"	0.19
"CDH18"	0.19
"CGREF1"	0.19
"CHCHD1"	0.19
"CLTA"	0.19
"CPSF6"	0.19
"CYP4F3"	0.19
"DBNDD1"	0.19
"DNAJB9"	0.19
"DSE"	0.19
"DUX4L26"	0.19
"EFCAB7"	0.19
"EIF1"	0.19
"ENG"	0.19
"EVX2"	0.19
"FAM160B2"	0.19
"FAM24B"	0.19
"FBXW9"	0.19
"FCRL3"	0.19
"FES"	0.19
"FLII"	0.19
"FUT4"	0.19
"GDF9"	0.19
"GLMP"	0.19
"GOLGA8N"	0.19
"GRHL1"	0.19
"GRIN3B"	0.19
"HARS2"	0.19
"HSPA13"	0.19
"HSPA8P5"	0.19
"IER2"	0.19
"IFNAR2"	0.19
"IGHG4"	0.19
"KCND1"	0.19
"KCTD3"	0.19
"KDELC2"	0.19
"KDELR3"	0.19
"KIAA0895L"	0.19
"KLHL4"	0.19
"KRT8P15"	0.19
"LAG3"	0.19
"LDHAP2"	0.19
"LINC00371"	0.19
"LRRC34"	0.19
"MED17"	0.19
"METAP1"	0.19
"MFSD14B"	0.19
"MINK1"	0.19
"MPG"	0.19
"MRPS33"	0.19
"MTND2P28"	0.19
"MUS81"	0.19
"MXRA5"	0.19
"NAGA"	0.19
"NFAT5"	0.19
"NTMT1"	0.19
"OR51K1P"	0.19
"OSBPL5"	0.19
"PAM16"	0.19
"PCDHA7"	0.19
"PCDHB19P"	0.19
"PCNX2"	0.19
"PCSK1"	0.19
"PDZD3"	0.19
"PEA15"	0.19
"PGRMC2"	0.19
"PHF1"	0.19
"PIK3C2G"	0.19
"PLEKHO1"	0.19
"PMF1-BGLAP"	0.19
"POLR2E"	0.19
"POLRMTP1"	0.19
"POU2F2"	0.19
"PRICKLE3"	0.19
"PRKRIP1"	0.19
"PROB1"	0.19
"PSTPIP1"	0.19
"PTGFRN"	0.19
"RAB35"	0.19
"RACK1"	0.19
"RASD1"	0.19
"RFC4"	0.19
"RLIM"	0.19
"RP11-1072C15.1"	0.19
"RP11-677M14.5"	0.19
"RP11-69E11.4"	0.19
"RP11-78J21.4"	0.19
"RP5-874C20.8"	0.19
"RPL14P3"	0.19
"RPL18A"	0.19
"RPS5"	0.19
"RXRA"	0.19
"SCAMP4"	0.19
"SCLY"	0.19
"SCO1"	0.19
"SEMA4C"	0.19
"SLC12A4"	0.19
"SLC35D1"	0.19
"SLC39A10"	0.19
"SLF1"	0.19
"SLITRK3"	0.19
"SOWAHD"	0.19
"SPECC1L"	0.19
"SRSF4"	0.19
"SSR2"	0.19
"SSR3"	0.19
"STK11IP"	0.19
"STK17A"	0.19
"SULT4A1"	0.19
"TACSTD2"	0.19
"TCAF1P1"	0.19
"TCEAL9"	0.19
"TCTA"	0.19
"TCTE1"	0.19
"TIMELESS"	0.19
"TMED5"	0.19
"TMEM106B"	0.19
"TMEM14C"	0.19
"TMEM177"	0.19
"TMEM54"	0.19
"TNS1"	0.19
"TPI1"	0.19
"TRIM25"	0.19
"TRMT2A"	0.19
"TSHZ3"	0.19
"TUG1"	0.19
"TUNAR"	0.19
"UBD"	0.19
"UBE4B"	0.19
"UCHL5"	0.19
"UFSP1"	0.19
"UGT1A1"	0.19
"UHRF1BP1"	0.19
"UNGP1"	0.19
"VAC14"	0.19
"WDR12"	0.19
"YY2"	0.19
"ZBED9"	0.19
"ZBTB12"	0.19
"ZBTB46"	0.19
"ZDHHC21"	0.19
"ZDHHC7"	0.19
"ZER1"	0.19
"ZNF18"	0.19
"ZNF622"	0.19
"ZNF627"	0.19
"ZNF786"	0.19
"ZRANB2"	0.19
"AC004967.7"	0.18
"AC087163.2"	0.18
"ACBD6"	0.18
"ACER2"	0.18
"ADAL"	0.18
"ADGRE2"	0.18
"ADGRG5"	0.18
"AKAP2"	0.18
"ALG2"	0.18
"ANKRD60"	0.18
"AP3B2"	0.18
"AP4M1"	0.18
"ARFGAP2"	0.18
"ARHGEF19"	0.18
"ATM"	0.18
"B3GNT5"	0.18
"BRCC3P1"	0.18
"BZW1"	0.18
"C16orf95"	0.18
"C18orf21"	0.18
"C2CD2"	0.18
"C5AR2"	0.18
"CACUL1"	0.18
"CATSPERG"	0.18
"CCAR2"	0.18
"CD22"	0.18
"CELSR1"	0.18
"CENPT"	0.18
"CHST10"	0.18
"COQ10A"	0.18
"CRIPT"	0.18
"CSNK1A1"	0.18
"CTBP1"	0.18
"CYP51A1"	0.18
"DBNL"	0.18
"DIABLO"	0.18
"DLG5"	0.18
"DLK2"	0.18
"DNAJC5"	0.18
"DSG3"	0.18
"EEF1D"	0.18
"ELP4"	0.18
"EOGT"	0.18
"FAAH"	0.18
"FADS6"	0.18
"FAM210B"	0.18
"FAM83E"	0.18
"FRG1BP"	0.18
"FTLP10"	0.18
"GDI2"	0.18
"GIPC1"	0.18
"GLUD1P3"	0.18
"GPS1"	0.18
"GRM1"	0.18
"GTF2IRD2"	0.18
"GTF3C5"	0.18
"HEATR6"	0.18
"HHIPL1"	0.18
"HMGN2"	0.18
"HSF1"	0.18
"HTR3B"	0.18
"ILDR1"	0.18
"JUNB"	0.18
"LPP"	0.18
"LRRD1"	0.18
"LTK"	0.18
"LUZP2"	0.18
"MAEA"	0.18
"MAF1"	0.18
"MAN2C1"	0.18
"MANSC4"	0.18
"MAP3K14"	0.18
"MAPKAPK2"	0.18
"MARS2"	0.18
"MCM2"	0.18
"MEGF11"	0.18
"METTL23"	0.18
"METTL2B"	0.18
"MFHAS1"	0.18
"MGA"	0.18
"MPND"	0.18
"MRI1"	0.18
"MRPS25"	0.18
"MYH14"	0.18
"NAP1L4"	0.18
"NARS"	0.18
"NAT9"	0.18
"NDUFB5"	0.18
"NDUFS3"	0.18
"NECAB3"	0.18
"NPHP3-ACAD11"	0.18
"NUDT13"	0.18
"NUP205"	0.18
"OPA3"	0.18
"OTOF"	0.18
"PACRG"	0.18
"PALM2"	0.18
"PARP6"	0.18
"PAX8"	0.18
"PCDHB14"	0.18
"PCDHB6"	0.18
"PFDN6"	0.18
"PIGK"	0.18
"PIGT"	0.18
"PLD1"	0.18
"PLIN3"	0.18
"PMCHL1"	0.18
"POLR2H"	0.18
"POM121"	0.18
"POM121C"	0.18
"PPP1R15A"	0.18
"PSMC3"	0.18
"PTENP1"	0.18
"PTGES3"	0.18
"PTPN2"	0.18
"PTPN22"	0.18
"PTPRR"	0.18
"PZP"	0.18
"RAB10"	0.18
"RAB41"	0.18
"RBPMS"	0.18
"REEP3"	0.18
"RHOC"	0.18
"RNPS1"	0.18
"RP11-124L9.1"	0.18
"RP11-128B16.5"	0.18
"RP11-177B4.1"	0.18
"RP11-199F11.2"	0.18
"RP11-597D13.7"	0.18
"RP3-499B10.3"	0.18
"RP5-966M1.6"	0.18
"RPP14"	0.18
"RPS4XP16"	0.18
"RRP12"	0.18
"SAP30L"	0.18
"SBK2"	0.18
"SEC22A"	0.18
"SFXN1"	0.18
"SH3YL1"	0.18
"SIRPG"	0.18
"SLC19A2"	0.18
"SLC25A1"	0.18
"SMIM10"	0.18
"SMIM20"	0.18
"SMYD2"	0.18
"SNAP23"	0.18
"SNAP29"	0.18
"SNRPA1"	0.18
"SREBF1"	0.18
"STXBP2"	0.18
"SYNGR2"	0.18
"TAF11"	0.18
"TAS2R64P"	0.18
"TBRG4"	0.18
"TGS1"	0.18
"TMBIM1"	0.18
"TMBIM6"	0.18
"TMEM9"	0.18
"TPPP3"	0.18
"TTLL2"	0.18
"TUBA1B"	0.18
"TXNDC11"	0.18
"U2AF2"	0.18
"UBAP2L"	0.18
"USO1"	0.18
"UTP14A"	0.18
"VN1R2"	0.18
"WBP1"	0.18
"WDR73"	0.18
"XBP1"	0.18
"XPR1"	0.18
"YWHAB"	0.18
"YWHAH"	0.18
"ZFP36L2"	0.18
"ZMYND15"	0.18
"ZNF44"	0.18
"ZNF473"	0.18
"ABCC13"	0.17
"ABCC5"	0.17
"AC011290.5"	0.17
"ADSL"	0.17
"AGA"	0.17
"ALOX5AP"	0.17
"AMIGO2"	0.17
"AMMECR1"	0.17
"APLF"	0.17
"ARFGEF3"	0.17
"ARHGDIA"	0.17
"ARHGEF1"	0.17
"ATF1"	0.17
"ATG5"	0.17
"ATP5F1"	0.17
"ATP6V1H"	0.17
"AURKB"	0.17
"BATF3"	0.17
"BET1"	0.17
"BRMS1"	0.17
"C10orf67"	0.17
"CACNA1H"	0.17
"CARHSP1"	0.17
"CCDC25"	0.17
"CCT4P2"	0.17
"CD46"	0.17
"CDC40"	0.17
"CEACAM8"	0.17
"CFAP36"	0.17
"CSRP1"	0.17
"CTC-471F3.5"	0.17
"CTD-2062A1.2"	0.17
"CYP4X1"	0.17
"DHX9"	0.17
"DPH2"	0.17
"DPYS"	0.17
"EP300"	0.17
"ERLIN2"	0.17
"FASTKD1"	0.17
"FCHO2"	0.17
"FGD3"	0.17
"FITM2"	0.17
"FKBP7"	0.17
"FOXI3"	0.17
"GALC"	0.17
"GAR1"	0.17
"GCDH"	0.17
"GLCE"	0.17
"GOT2"	0.17
"GPT2"	0.17
"GTF2H2C_2"	0.17
"GTF3C6"	0.17
"GYG1"	0.17
"HDLBP"	0.17
"HIF1A"	0.17
"HIRIP3"	0.17
"HIST2H2BF"	0.17
"HIVEP3"	0.17
"HNRNPR"	0.17
"IQCD"	0.17
"JAM3"	0.17
"KIDINS220"	0.17
"KTI12"	0.17
"LCP2"	0.17
"LDHD"	0.17
"LEPROT"	0.17
"LHFPL1"	0.17
"MALL"	0.17
"MAP7D3"	0.17
"MCAT"	0.17
"MFSD14A"	0.17
"MMP23B"	0.17
"MRPL15"	0.17
"MRPL38"	0.17
"MRS2"	0.17
"MYO18B"	0.17
"N4BP3"	0.17
"NANS"	0.17
"NOMO1"	0.17
"NPIPA8"	0.17
"PAPOLA"	0.17
"PDCD2"	0.17
"PDZD8"	0.17
"PFN1P6"	0.17
"PIANP"	0.17
"PLEK"	0.17
"PMS1"	0.17
"PNPO"	0.17
"POP4"	0.17
"PRMT1"	0.17
"PROSER1"	0.17
"PSMC2"	0.17
"RASSF9"	0.17
"RCHY1"	0.17
"RDH8"	0.17
"RIPPLY3"	0.17
"RP11-295K3.1"	0.17
"RP11-30L15.4"	0.17
"RP11-355O1.7"	0.17
"RP11-977G19.10"	0.17
"RP5-1198O20.5"	0.17
"RPL26L1"	0.17
"RPS7"	0.17
"RTCA"	0.17
"SAAL1"	0.17
"SEC61B"	0.17
"SGTA"	0.17
"SLC12A5"	0.17
"SLC16A7"	0.17
"SLC45A4"	0.17
"SMAP2"	0.17
"SNX12"	0.17
"SRP54"	0.17
"SUMF1"	0.17
"TBC1D13"	0.17
"TFB2M"	0.17
"TFPI2"	0.17
"THUMPD3"	0.17
"TIFA"	0.17
"TMX2"	0.17
"TRUB2"	0.17
"UBE2FP3"	0.17
"UBIAD1"	0.17
"URB2"	0.17
"USP28"	0.17
"USP48"	0.17
"VAT1"	0.17
"XRCC1"	0.17
"ZC3HAV1"	0.17
"ZCRB1"	0.17
"ZDHHC13"	0.17
"ZFAT"	0.17
"ZNF10"	0.17
"ZNF208"	0.17
"ZNF484"	0.17
"ZNF534"	0.17
"ZNF723P"	0.17
"ZNF814"	0.17
"A2ML1"	0.16
"AC069282.6"	0.16
"ACKR4"	0.16
"ACSF3"	0.16
"ADAM29"	0.16
"ADAM7"	0.16
"ADPGK"	0.16
"ALKBH7"	0.16
"ANKRD20A1"	0.16
"ANKRD53"	0.16
"ARF4"	0.16
"ARIH1"	0.16
"ARL1"	0.16
"ARMC10"	0.16
"ARMCX6"	0.16
"ARSI"	0.16
"ATG101"	0.16
"ATN1"	0.16
"ATP8A2"	0.16
"ATXN3"	0.16
"B4GALT1"	0.16
"B4GALT5"	0.16
"BAG2"	0.16
"BMS1P4"	0.16
"BRMS1L"	0.16
"C1QL3"	0.16
"C9orf40"	0.16
"CBWD2"	0.16
"CCDC142"	0.16
"CDKAL1"	0.16
"CHAC2"	0.16
"CHMP1A"	0.16
"CHMP5"	0.16
"CNOT7"	0.16
"CNTN3"	0.16
"CNTNAP2"	0.16
"CNTROB"	0.16
"COMMD3-BMI1"	0.16
"COQ6"	0.16
"CTD-2651B20.5"	0.16
"CTDSP2"	0.16
"CTSL"	0.16
"CYTH1"	0.16
"DCST1"	0.16
"DDX51"	0.16
"DHX29"	0.16
"DLD"	0.16
"DNAJC12"	0.16
"DOCK1"	0.16
"DPY19L2"	0.16
"EIF2D"	0.16
"EIF2S2"	0.16
"EIF5A"	0.16
"ELAC2"	0.16
"EYA4"	0.16
"FAF1"	0.16
"FAM114A2"	0.16
"FAM3C"	0.16
"FHL2"	0.16
"FIBP"	0.16
"FLOT1"	0.16
"FOXL1"	0.16
"FTH1P4"	0.16
"GALNT16"	0.16
"GSAP"	0.16
"HCG4P5"	0.16
"HDX"	0.16
"HEATR1"	0.16
"HIST1H2AI"	0.16
"HMGN1P2"	0.16
"HNRNPA2B1"	0.16
"ICAM5"	0.16
"IQCG"	0.16
"IRF9"	0.16
"JAKMIP2"	0.16
"KCNH1"	0.16
"KIAA1614"	0.16
"KIF2C"	0.16
"KRBOX4"	0.16
"KRT10"	0.16
"LAS1L"	0.16
"LENG8"	0.16
"LINC00483"	0.16
"LONP2"	0.16
"MAP3K8"	0.16
"MCM4"	0.16
"MCRS1"	0.16
"MCU"	0.16
"MED15P1"	0.16
"METTL11B"	0.16
"MFAP3"	0.16
"MINA"	0.16
"MOB3A"	0.16
"MPI"	0.16
"MRPS15"	0.16
"MRPS2"	0.16
"MTERF3"	0.16
"NAGPA"	0.16
"NDUFB10"	0.16
"NFKBIL1"	0.16
"NIF3L1"	0.16
"NMRK1"	0.16
"NPEPPS"	0.16
"NRROS"	0.16
"NT5C3B"	0.16
"NUDT16L1"	0.16
"NUTM2B"	0.16
"OCEL1"	0.16
"ODF2"	0.16
"PATL2"	0.16
"PCDHB15"	0.16
"PEX7"	0.16
"PGLS"	0.16
"PGM5"	0.16
"PHKA1P1"	0.16
"PLPPR1"	0.16
"PLXDC1"	0.16
"PNPLA7"	0.16
"POLR1E"	0.16
"POLR3D"	0.16
"PPARA"	0.16
"PPP1R8"	0.16
"PRDX1"	0.16
"PSAP"	0.16
"PSG4"	0.16
"PSMD2"	0.16
"PVALB"	0.16
"RAB21"	0.16
"RAB29"	0.16
"RAB5C"	0.16
"RAG2"	0.16
"RARS"	0.16
"RCBTB2"	0.16
"RNASEH2C"	0.16
"RNF123"	0.16
"RP11-632K20.2"	0.16
"RPEP4"	0.16
"RPL10"	0.16
"RPL13"	0.16
"RPL23AP7"	0.16
"RPLP0"	0.16
"RPS4X"	0.16
"SAMD9L"	0.16
"SARAF"	0.16
"SBDSP1"	0.16
"SEC16A"	0.16
"SEC24A"	0.16
"SEC24C"	0.16
"SEPHS2"	0.16
"SFXN4"	0.16
"SLC11A1"	0.16
"SNX1"	0.16
"SSB"	0.16
"ST7"	0.16
"STAG3L5P"	0.16
"STK38"	0.16
"SURF4"	0.16
"TBC1D9B"	0.16
"TCEA1"	0.16
"TCEB3"	0.16
"TGFB2"	0.16
"THOP1"	0.16
"TMEM175"	0.16
"TMEM184B"	0.16
"TMPRSS11D"	0.16
"TNFAIP1"	0.16
"TPD52L2"	0.16
"TRABD"	0.16
"TRIM31"	0.16
"TRIP10"	0.16
"TRPC4"	0.16
"TSACC"	0.16
"TSSC4"	0.16
"TTYH3"	0.16
"TYW5"	0.16
"UBAP1"	0.16
"UBE2I"	0.16
"UBE3C"	0.16
"UBL4A"	0.16
"UBTD1"	0.16
"UBTFL11"	0.16
"VAT1L"	0.16
"WASH7P"	0.16
"WDYHV1"	0.16
"YDJC"	0.16
"ZDHHC20"	0.16
"ZNF101"	0.16
"ZNF160"	0.16
"ZNF506"	0.16
"ZNF681"	0.16
"ZRANB1"	0.16
"ZSWIM1"	0.16
"ZSWIM4"	0.16
"ABHD10"	0.15
"AC004893.10"	0.15
"AC004945.1"	0.15
"ACRV1"	0.15
"ADAMTS7"	0.15
"ADAMTSL5"	0.15
"ADARB2"	0.15
"ADPRHL2"	0.15
"ANK2"	0.15
"AP2A1"	0.15
"APOBEC3G"	0.15
"ARMCX4"	0.15
"ASB13"	0.15
"ASB9"	0.15
"ATG4B"	0.15
"ATP6V0E2"	0.15
"ATXN2L"	0.15
"B4GALT2"	0.15
"BAZ1B"	0.15
"BCAP29"	0.15
"BCL7B"	0.15
"BMX"	0.15
"BRF1"	0.15
"C10orf90"	0.15
"C12orf73"	0.15
"C16orf45"	0.15
"C16orf71"	0.15
"C7orf26"	0.15
"CAD"	0.15
"CASP10"	0.15
"CCDC107"	0.15
"CCT8P1"	0.15
"CEP290"	0.15
"CERS2"	0.15
"CHRNA9"	0.15
"CLVS1"	0.15
"CMTR1"	0.15
"COLQ"	0.15
"CPSF1"	0.15
"CRTC3"	0.15
"CSNK1E"	0.15
"CSTB"	0.15
"CYP2F2P"	0.15
"DBN1"	0.15
"DDX10"	0.15
"DDX50P1"	0.15
"DEFB105A"	0.15
"DEPDC4"	0.15
"DGKA"	0.15
"DLX1"	0.15
"DPAGT1"	0.15
"DRAP1"	0.15
"E2F4"	0.15
"EFR3A"	0.15
"EIF3D"	0.15
"EIF6"	0.15
"ELOVL1"	0.15
"ELP5"	0.15
"ENTPD6"	0.15
"ESD"	0.15
"EXOSC5"	0.15
"FAM160A2"	0.15
"FBXL12"	0.15
"FBXL22"	0.15
"FBXW12"	0.15
"FCGRT"	0.15
"FTH1P20"	0.15
"FUZ"	0.15
"GATB"	0.15
"GBAP1"	0.15
"GLB1"	0.15
"GNG10"	0.15
"GPATCH3"	0.15
"GPR171"	0.15
"GRB10"	0.15
"GRM3"	0.15
"GUSB"	0.15
"HDHD3"	0.15
"HLA-A"	0.15
"HMGA2"	0.15
"HOXA6"	0.15
"HS3ST5"	0.15
"IFI16"	0.15
"IKZF3"	0.15
"KRT18P7"	0.15
"LINC00961"	0.15
"LINC01296"	0.15
"LSM14B"	0.15
"LUC7L"	0.15
"MEDAG"	0.15
"MEF2D"	0.15
"MEN1"	0.15
"MFN2"	0.15
"MICAL3"	0.15
"MOB4"	0.15
"MR1"	0.15
"MRPL20"	0.15
"MRPL35"	0.15
"MYBBP1A"	0.15
"NAXE"	0.15
"NCAM2"	0.15
"NCKIPSD"	0.15
"NDUFB9"	0.15
"NFYB"	0.15
"NHEJ1"	0.15
"NID2"	0.15
"NOC4L"	0.15
"NSMCE1"	0.15
"NTNG2"	0.15
"OS9"	0.15
"OTUB1"	0.15
"PARS2"	0.15
"PDE1A"	0.15
"PFN2"	0.15
"PHF19"	0.15
"PIGG"	0.15
"PITPNM1"	0.15
"PLPP5"	0.15
"PM20D1"	0.15
"PMVK"	0.15
"POLD3"	0.15
"PPP1R12C"	0.15
"PRB3"	0.15
"PRDX3"	0.15
"PRPF3"	0.15
"PSMA1"	0.15
"PSMG2"	0.15
"PTCD1"	0.15
"PYGO2"	0.15
"RAD17"	0.15
"RAET1G"	0.15
"RASGEF1C"	0.15
"RFC5"	0.15
"RIIAD1"	0.15
"RNF113A"	0.15
