"geneID"	"FC_X"	"FC_Y.x"	"LogFC"	"FC_Y.y"
"RP1"	0.32	-0.79	0.1	0.48
"RP11-113D6.10"	0.32	0.45	0.37	0.35
"RP11-33O4.2"	0.32	0.01	-0.31	-0.13
"RP11-34P13.15"	0.32	-0.78	0.33	-0.2
"RP11-426L16.10"	0.32	-0.24	-0.89	0.89
"RP3-486I3.7"	0.32	-0.45	1.22	-0.21
"RPL10P1"	0.32	0.87	0.34	-0.92
"RSAD1"	0.32	0.01	0.48	0.05
"SBK2"	0.32	-0.35	0.18	0.35
"SHROOM4"	0.32	-0.29	0.14	-1.02
"SMO"	0.32	-1.01	-0.31	-0.15
"SMURF2P1"	0.32	-0.39	0.29	0.02
"SNX31"	0.32	-0.56	0	0
"SPPL2B"	0.32	0.25	0.42	-0.31
"SUCLG2P4"	0.32	-0.45	-1.08	0.97
"TBC1D13"	0.32	0.34	0.17	0.06
"TMEM57"	0.32	-0.19	-0.24	0.14
"TRIP10"	0.32	0.3	0.16	0.22
"U2AF1L4"	0.32	-0.47	-0.38	0.7
"UBA7"	0.32	-0.11	0.94	0.6
"UBE2G1"	0.32	0.17	0.07	0.29
"UBE2G2"	0.32	0.13	0.15	-0.05
"UNC5C"	0.32	0.12	-1.22	2.84
"UTP23"	0.32	0.56	-0.09	0.12
"VARS"	0.32	0.59	0.38	0.02
"ZC3H12D"	0.32	0.35	-0.03	0.19
"ZDHHC3"	0.32	0.5	0.24	-0.02
"ZNF14"	0.32	0.04	-0.09	0.44
"ZNF480"	0.32	0.67	-0.08	0.29
"ZNF534"	0.32	0.62	0.17	0.27
"ZNF629"	0.32	0.15	-0.12	0.84
"ZNF654"	0.32	0.07	-0.6	0.74
"ZNF792"	0.32	-0.15	0.45	0.01
"ABCE1"	0.31	0.14	0.14	0.13
"AC004076.7"	0.31	0.24	1.04	-0.75
"AC018892.3"	0.31	0.31	0.25	0
"ACO1"	0.31	0.49	0.45	0.25
"ADCY9"	0.31	1.32	0.38	0.46
"AKIRIN1"	0.31	0.24	-0.09	0.14
"ANXA6"	0.31	0.39	0.57	0.58
"ARHGEF10"	0.31	-0.01	-0.43	0.85
"ARID3A"	0.31	0.4	-0.31	0.69
"ATP1A3"	0.31	0.71	-0.28	0.49
"BCL10"	0.31	0.31	0.49	0
"BCL2"	0.31	-0.05	0.06	-0.28
"BMPER"	0.31	-1.08	0.4	2.46
"bP-2189O9.2"	0.31	-0.12	-0.35	0.11
"CDC20B"	0.31	-0.7	0.75	0.31
"CDK7"	0.31	0.07	0.01	0.21
"CHRAC1"	0.31	0.31	0.07	0.57
"CLEC5A"	0.31	0.02	0	0
"CTD-2410N18.5"	0.31	0.34	-0.07	0.53
"CXorf38"	0.31	0.5	0.25	0.3
"DCAKD"	0.31	1.57	0.47	-0.89
"DCBLD1"	0.31	0.89	0.03	0.43
"DNAJB2"	0.31	0.57	-0.51	0.73
"EIF4E3"	0.31	-0.42	-0.63	1.25
"ELMOD2"	0.31	0.53	-0.12	0.45
"ELMOD3"	0.31	-0.24	-0.21	0.5
"ELP2"	0.31	0.15	-0.01	-0.04
"EPO"	0.31	0.1	-0.58	1.47
"EXOC6B"	0.31	-0.17	-0.19	0.56
"FAIM"	0.31	0.08	0.35	-0.14
"FAM3C"	0.31	0.69	0.16	-0.14
"FAR1"	0.31	-0.11	0.59	0.17
"FEM1C"	0.31	0.26	0.02	0.29
"FOXD2"	0.31	0.52	0.09	0.01
"FOXP2"	0.31	0.32	-0.02	0.47
"FTLP6"	0.31	-0.03	-0.39	0.27
"FXR1"	0.31	-0.11	0.03	0.37
"GCSHP3"	0.31	0.12	-0.55	0.78
"GHDC"	0.31	0.61	-0.15	-0.25
"GOLT1B"	0.31	-0.16	0.34	0.66
"GSTM1"	0.31	0.82	-0.97	-0.59
"HAUS3"	0.31	0.25	0.7	-0.44
"HLA-A"	0.31	0.11	0.15	1.01
"HMBS"	0.31	0.11	0.53	0.48
"HSD17B13"	0.31	0.93	-0.65	0.04
"IMPAD1"	0.31	0.16	-0.2	0.81
"IQSEC2"	0.31	-0.18	0.29	2.03
"ITGA2"	0.31	-0.08	-0.59	1.04
"KCNK17"	0.31	0.11	0	0
"L3MBTL2"	0.31	-0.07	0.12	0.42
"LAT"	0.31	0.17	0.28	0.8
"LIMS4"	0.31	-0.72	0.23	0.29
"MAN1A2"	0.31	-0.03	0.46	-0.19
"MAP4K4"	0.31	0.14	-0.04	0.26
"MAPK1IP1L"	0.31	0.41	0.24	0.35
"MBD1"	0.31	0.02	0.66	0.02
"MDM1"	0.31	0.29	0.49	0.17
"MTCO1P1"	0.31	0.31	-0.23	0.23
"MUS81"	0.31	0.25	0.19	0.29
"MYL6"	0.31	0.63	0.11	1.5
"NAA30"	0.31	0.39	0.42	-0.15
"NACC1"	0.31	0.31	0.04	1.06
"NOCT"	0.31	0.32	0.06	0.85
"OVGP1"	0.31	0.02	0.22	-0.17
"PDP1"	0.31	0.56	0.22	1.45
"PGAM2"	0.31	0.37	0.34	-0.06
"PIGR"	0.31	0.03	-0.73	-0.19
"PLEKHA3"	0.31	0.03	-0.15	0.36
"PLP1"	0.31	0.34	-1.44	2.2
"PLXNA1"	0.31	-0.04	-0.09	0
"PPIP5K2"	0.31	-0.23	-0.82	0.54
"PPP1R9B"	0.31	0.14	0.04	1.19
"PPP2R2D"	0.31	-0.14	-0.05	0.32
"PRRT2"	0.31	1.7	0.09	0.31
"PTOV1"	0.31	0.02	0.51	0
"PTPN1"	0.31	0.29	-0.01	-0.27
"RAB40AL"	0.31	0.1	0.22	0
"RBM45"	0.31	0.19	0.13	0.27
"RECQL"	0.31	0.57	0.11	0.71
"RNF141"	0.31	0.38	-0.01	0.92
"RNF6"	0.31	0.07	-0.1	0.61
"ROS1"	0.31	0.09	-0.37	0.07
"RP11-136C24.3"	0.31	1.06	-1.2	1.04
"RP11-274B21.2"	0.31	-0.17	0.38	-0.18
"RP11-341G5.2"	0.31	0.31	1.27	0.51
"RP11-403I13.8"	0.31	0.09	0.11	0.39
"RP11-479G22.8"	0.31	0.63	-0.63	0.31
"RP11-55J15.2"	0.31	0.39	0.29	-0.59
"RP11-99A14.1"	0.31	0.61	0.5	-0.52
"RPL12P25"	0.31	0.24	0.23	-0.14
"RPL7P46"	0.31	-0.05	-0.16	0.16
"RPS26P8"	0.31	-0.8	-0.26	-0.4
"SERPINB9"	0.31	0.26	0.13	0.02
"SERTAD1"	0.31	0.21	0.11	1.21
"SIRT1"	0.31	0.49	-0.15	0.21
"SLC7A2"	0.31	-0.19	0.93	-0.68
"SMARCA5"	0.31	0.24	0.43	0.35
"SOWAHC"	0.31	-0.08	-0.26	0.37
"SPATS2"	0.31	0.01	-0.16	0.29
"SPINK1"	0.31	0.46	-0.69	0.54
"SRMP2"	0.31	0.09	-0.5	0.5
"TARBP1"	0.31	-0.34	0.15	-0.58
"TAS2R5"	0.31	0.15	-0.08	-0.17
"TBL2"	0.31	0.05	0.35	-0.03
"TEX12"	0.31	0.25	0.24	0.08
"TMCO4"	0.31	0.37	0.21	0.61
"TMEM26"	0.31	-0.03	0	0
"TNNC2"	0.31	0.34	0.29	0.94
"TPM2"	0.31	-0.07	-0.14	1.02
"TXLNGY"	0.31	0.17	-0.45	0.41
"UBE2V1"	0.31	0.16	0.26	0.34
"UGCG"	0.31	0.32	0.47	0.63
"ULK1"	0.31	0.09	0.11	0.32
"USP11"	0.31	0.1	0.08	-0.09
"USP47"	0.31	0	-0.07	0.39
"VEZF1"	0.31	0.02	0.01	0.92
"VSX1"	0.31	0.49	0.61	-0.71
"VWC2"	0.31	0.17	0.52	-0.18
"WASL"	0.31	-0.14	0.01	-0.1
"ZBTB33"	0.31	0.24	0.02	-0.27
"ZNF45"	0.31	0.09	1.02	0.15
"ZNF451"	0.31	0.1	-0.2	0.3
"ZNF723P"	0.31	-0.2	0.17	0.23
"ZNF843"	0.31	0.06	-0.06	0.26
"AC068533.7"	0.3	2.3	-0.5	0.05
"AC069282.6"	0.3	-1.24	0.16	0.18
"ACSS2"	0.3	0.36	0.49	-0.36
"ACTL8"	0.3	0.23	0.93	0.3
"AL353662.1"	0.3	-0.43	-0.27	0.11
"ANG"	0.3	0.23	-0.25	-0.29
"ARSA"	0.3	0.02	0.07	0.19
"ASPHD1"	0.3	0.21	0.35	1.33
"ATF3"	0.3	-0.23	-0.5	0.55
"BRCC3"	0.3	0.54	-0.04	0.41
"C11orf88"	0.3	-0.11	-0.21	0.91
"C12orf4"	0.3	0.23	0.01	0.61
"C15orf57"	0.3	0.1	0.09	0.64
"C1orf109"	0.3	0.04	-0.1	0.13
"CDC25A"	0.3	0.6	-0.16	-0.56
"CELF1"	0.3	0.26	-0.19	0.2
"CES5A"	0.3	-0.45	0	0
"CGA"	0.3	0.12	-0.24	0.33
"CISH"	0.3	-0.39	0.41	-0.72
"CLEC17A"	0.3	-0.07	-0.58	0
"CSNK1E"	0.3	0.49	0.15	0.16
"CTD-2132N18.3"	0.3	0.3	0.01	0.44
"DDN"	0.3	0.17	-0.88	0.8
"DERL1"	0.3	0.65	0.46	-0.42
"DYNC1LI2"	0.3	0.36	-0.01	0.75
"E2F7"	0.3	0.68	0.28	1.66
"EIF2S3"	0.3	-0.17	-0.29	0.28
"ENO4"	0.3	0.01	-0.18	0.1
"ETNK1"	0.3	0.24	-0.15	0.37
"FAM114A2"	0.3	-0.23	0.16	0.45
"FAM189B"	0.3	0.17	0.29	-0.43
"FAM199X"	0.3	0.42	-0.01	0.1
"FAM76A"	0.3	0.34	-0.32	0.24
"FAM98C"	0.3	-0.23	0.39	0.06
"G2E3"	0.3	0.68	0.09	0.49
"GPAT3"	0.3	0.54	-0.81	0.05
"HNRNPUL2"	0.3	0.19	-0.1	0.27
"IKBKB"	0.3	0.33	0.14	-0.23
"KIF21B"	0.3	0.13	-0.47	0.27
"LEPROT"	0.3	0.34	0.17	0.48
"MAP3K10"	0.3	0.24	0.54	-0.65
"MAP7"	0.3	-0.8	0.97	0.84
"MARK4"	0.3	0.1	-0.59	0.5
"MDH1B"	0.3	0.25	0.52	0
"MED8"	0.3	0.11	0.1	-0.01
"MICA"	0.3	-0.17	0.03	0.5
"NBPF15"	0.3	0.28	-0.2	-0.66
"NCOA2"	0.3	0.22	-0.58	1.11
"NMBR"	0.3	0.3	0.06	0.47
"OSBPL6"	0.3	0.06	-0.27	-0.12
"OXCT1"	0.3	0.19	0.22	0.64
"PDLIM2"	0.3	0.31	0.13	0.3
"PHKA1P1"	0.3	-0.51	0.16	0.36
"PIGB"	0.3	0.34	-0.18	0.29
"PIWIL3"	0.3	0.48	-0.14	0.15
"PLCB3"	0.3	0.63	-0.3	0.88
"PPM1B"	0.3	0.31	0.09	0.15
"PRRC2A"	0.3	-0.14	0.06	0.71
"PYM1"	0.3	0.32	0.09	0.1
"RAB30"	0.3	-0.12	0.65	1.78
"RAB35"	0.3	0.24	0.19	0.32
"RAP1GAP2"	0.3	0.48	2.03	-1.45
"RBM4B"	0.3	-0.41	0.06	0.5
"RFC1"	0.3	0.2	0.1	0.19
"RGAG1"	0.3	0.13	-0.71	-0.09
"RNF183"	0.3	-0.06	0	0
"RP11-159F24.2"	0.3	-0.04	0.69	0
"RP11-161H23.10"	0.3	0.06	-0.54	0.56
"RP11-165E7.1"	0.3	-0.44	-0.79	1.39
"RP11-208P4.1"	0.3	-0.45	-0.63	0.63
"RP11-32B5.1"	0.3	-0.07	1	0
"RP11-480A16.1"	0.3	0	-0.36	0.05
"RP11-5A19.5"	0.3	-0.12	0.12	-0.23
"RP4-802A10.1"	0.3	0.24	-0.01	-0.4
"SCAF4"	0.3	-0.04	0.01	0.44
"SDC2"	0.3	0.05	-0.29	1.11
"SECISBP2L"	0.3	-0.37	-0.32	0.4
"SESN3"	0.3	0.15	-1.46	0.54
"SLC30A5"	0.3	-0.01	0.27	0.17
"SMAD7"	0.3	-0.28	0.1	1.55
"SPECC1L"	0.3	0.21	0.19	0.46
"SPTY2D1"	0.3	0.36	0.66	0.01
"SRPRA"	0.3	0.14	0.28	0.27
"SYTL1"	0.3	0.33	-0.37	-0.3
"TATDN2P2"	0.3	-0.83	-0.72	0.87
"TBC1D9"	0.3	0.22	-0.48	0.79
"TBX18"	0.3	-0.51	0	-1.44
"TIPIN"	0.3	0.2	-0.23	0.55
"TM2D1"	0.3	-0.18	0	0.23
"TMCO5B"	0.3	0.3	-0.27	0.27
"TMEM74"	0.3	-0.24	-1.38	0.45
"TRNT1"	0.3	-0.15	0.08	0.26
"TRRAP"	0.3	-0.05	-0.73	0.7
"TSSK4"	0.3	-0.07	-0.05	0.42
"TWF1"	0.3	0.21	0.08	0.59
"UBE2Q2"	0.3	0.42	-0.07	0.39
"UGGT1"	0.3	0.3	0.32	0.1
"VWA8"	0.3	0.23	-0.12	0.75
"WDCP"	0.3	0.21	-0.19	0.15
"WDR41"	0.3	0.49	0.38	0.79
"ZHX3"	0.3	-0.36	-0.07	0.61
"ZIK1P1"	0.3	0.24	0.83	-0.57
"ZNF37BP"	0.3	0.14	-0.49	0.37
"ZNF385A"	0.3	0.1	0.56	0.04
"ZNF652"	0.3	-0.33	-0.26	0.32
"AC004893.11"	0.29	0.05	0.09	0.07
"ADA"	0.29	-0.04	0.87	2.24
"AGO1"	0.29	0.19	-0.31	0.59
"ALAD"	0.29	0.31	-0.12	0.53
"APOBEC3C"	0.29	0.21	0.3	0.77
"ARMT1"	0.29	0.35	-0.16	0.64
"ARSB"	0.29	0.05	-0.68	1.33
"ATF2"	0.29	-0.21	-0.17	0.37
"B4GALT4"	0.29	-0.24	-0.03	0.05
"BBX"	0.29	0.32	0.13	0.25
"BTD"	0.29	0.15	0	-0.53
"C16orf45"	0.29	0.51	0.15	0.84
"CCDC6"	0.29	0.31	0.08	0.3
"CCDC88A"	0.29	0.29	-0.1	0.33
"CD84"	0.29	-1.11	0.14	0.87
"CDK6"	0.29	-0.24	0.52	-0.17
"CENPB"	0.29	0.28	-0.05	1
"CEP76"	0.29	-0.14	-0.31	0.96
"CFAP47"	0.29	0.29	-0.53	0.73
"CILP2"	0.29	-0.48	-0.14	0.14
"CKMT2"	0.29	0.58	-0.02	-0.11
"CNTRL"	0.29	-0.3	-1.08	1.44
"CREB3"	0.29	0.16	0.12	1.17
"DAPK3"	0.29	0.32	0.06	0.87
"DCAF16"	0.29	0.11	0.03	0.05
"DCST2"	0.29	-0.47	0.07	0.04
"DMTN"	0.29	0.29	-0.79	3.1
"DNAJB5"	0.29	0.34	0.03	0.53
"DNAL4"	0.29	-0.07	-0.01	0.46
"DPYSL3"	0.29	0	0.2	0.6
"ELOVL3"	0.29	0.69	0.09	0.43
"FAM13B"	0.29	0.15	0.92	-1.65
"FAM53C"	0.29	-0.09	-0.01	0.6
"FASTKD2"	0.29	0.26	0.03	0.59
"FCN1"	0.29	0.97	-1.3	0.57
"FFAR2"	0.29	-0.71	-1.14	1.24
"FGD2"	0.29	0.43	0.07	-0.15
"FLVCR1"	0.29	-0.44	-0.8	0.2
"FOLR3"	0.29	0.51	-0.38	3.95
"GJD3"	0.29	-0.19	0.9	0.11
"GMEB2"	0.29	0.47	0.55	0.13
"GNB1L"	0.29	0.4	0.33	-0.19
"GS1-124K5.2"	0.29	1.16	-0.53	-0.6
"HEATR5B"	0.29	0.31	0.23	-0.28
"HEXDC"	0.29	-0.63	0.04	0.3
"HMG20A"	0.29	0.02	-0.1	0.41
"HMGXB3"	0.29	0.15	-0.08	0.5
"INHBE"	0.29	-0.49	0.72	-0.18
"JAZF1"	0.29	0.78	0.65	-1.04
"KDELC2"	0.29	0.46	0.19	1.02
"KRT78"	0.29	0.29	0	0
"LRRTM2"	0.29	0.15	-1.05	0.92
"LTB4R"	0.29	-0.19	0.23	-0.94
"MBLAC1"	0.29	-0.13	0.45	-0.3
"MISP3"	0.29	0.42	-0.13	0.24
"MMAA"	0.29	0.9	1.72	-0.91
"MSC"	0.29	0.54	1.16	0.88
"MTMR12"	0.29	0.08	-1.09	-0.13
"MTND6P4"	0.29	0.99	-0.24	-0.45
"MYEOV"	0.29	0.34	-0.58	2.91
"NDFIP1"	0.29	0.26	0.11	0.12
"NKX6-2"	0.29	0.29	0.22	0
"OR10Y1P"	0.29	0.29	0.32	0.87
"PCM1"	0.29	0.28	-0.42	0.28
"PDLIM5"	0.29	0.15	0.14	0.15
"PIM1"	0.29	0.73	0.85	0.78
"PON3"	0.29	0.29	-0.94	0.96
"PSME3"	0.29	0.36	0.06	0.33
"RAB33A"	0.29	-0.31	0.05	0.11
"RABGAP1L"	0.29	-0.13	-0.63	0.63
"RAD1"	0.29	0.2	0.02	0.64
"RBBP4P1"	0.29	0.41	-0.53	0.23
"RBMX2"	0.29	0.06	-0.07	0.23
"RHBDF1"	0.29	0.47	0.35	-0.28
"RNF111"	0.29	0.26	0.26	0.29
"RNF4"	0.29	0.36	0.04	0.38
"RP11-101E13.5"	0.29	-0.12	-0.38	0.51
"RP11-382D8.5"	0.29	-0.42	-0.19	0.89
"RP11-568K15.2"	0.29	-0.28	-0.25	0.79
"RP11-673D15.8"	0.29	0.19	0	0.22
"RP11-681L4.2"	0.29	-0.23	-0.73	0.33
"RP4-635E18.8"	0.29	-0.35	0.01	0.28
"RPL7AP60"	0.29	-0.47	-0.98	1.02
"RPS27L"	0.29	0.23	-0.26	2.3
"RPSAP52"	0.29	0.35	0.07	1.61
"RRNAD1"	0.29	0.09	-1	-0.02
"RXRA"	0.29	0.26	0.19	-0.13
"SEC31A"	0.29	0.09	0.12	0.42
"SEMA4G"	0.29	0.41	-0.95	1.19
"SERPINF1"	0.29	-0.07	0.58	-0.97
"SETD5"	0.29	0.17	-0.11	0.3
"SFT2D2"	0.29	0.03	0.01	0.47
"SGSM1"	0.29	-0.37	0.29	0.17
"SGTA"	0.29	0.31	0.17	0.64
"SHQ1"	0.29	0.04	0.35	0.33
"SLC25A22"	0.29	0.32	0.24	0.27
"SREK1IP1"	0.29	-0.3	-0.14	0.81
"STYK1"	0.29	1.78	-0.68	2.48
"TAS2R15P"	0.29	0	0.12	0.23
"TAS2R43"	0.29	0.19	0	0.22
"TAT"	0.29	0.19	-0.98	0.29
"TMEM182"	0.29	0.25	0.09	-0.12
"TMPRSS9"	0.29	0.29	0	0
"TPH2"	0.29	0.04	-0.04	0.42
"TRABD2A"	0.29	0.33	0.23	0.7
"UBFD1"	0.29	0.3	0.2	0.14
"UBR2"	0.29	0.07	-0.15	0.42
"VAMP2"	0.29	0.31	-0.11	-0.17
"VASP"	0.29	0.27	0.14	1.02
"WDR35"	0.29	-0.14	0.35	-0.12
"WDR36"	0.29	-0.16	-0.19	0.74
"WDR92"	0.29	0	-0.38	0.87
"ZBTB37"	0.29	-0.02	-0.48	0.7
"ZNF146"	0.29	0.17	0.21	0.36
"ZNF160"	0.29	0.07	0.16	-0.16
"ZNF326"	0.29	0.21	-0.06	0.23
"ZNF445"	0.29	-0.12	-0.29	0.58
"ZSWIM1"	0.29	0.09	0.16	0.36
"ABHD17C"	0.28	0.23	0.27	1.31
"AL513122.2"	0.28	0.41	-0.05	-0.58
"ANKRD20A7P"	0.28	-0.52	-0.47	0.74
"ANO10"	0.28	-0.04	0.09	0.49
"ANO2"	0.28	0.79	-0.64	0.89
"ANXA3"	0.28	0.28	-0.54	0.26
"ARHGAP15"	0.28	0.5	-0.58	-1.03
"ARHGAP9"	0.28	-0.15	0.98	-0.93
"ARID4B"	0.28	-0.22	-0.14	0.77
"BBIP1"	0.28	-0.13	-0.42	0.4
"C11orf87"	0.28	0.48	-0.31	0.1
"C4orf17"	0.28	0.39	0	-0.59
"C9orf172"	0.28	0.28	-0.56	0.02
"CBX6"	0.28	0.46	-0.07	0.99
"CD151"	0.28	0.62	0.24	1.25
"CD7"	0.28	-0.08	0.25	0
"CFAP52"	0.28	-0.56	-0.7	0.46
"CHGB"	0.28	0.08	-0.28	-0.51
"CIAPIN1P"	0.28	-0.18	-0.28	-0.01
"CLEC3A"	0.28	-1.09	0.43	0.49
"COG7"	0.28	0.2	-0.11	0.31
"CPSF7"	0.28	-0.13	0.31	0.18
"CTDNEP1"	0.28	-0.3	0.32	0.31
"DBIL5P"	0.28	0.62	0.6	-0.27
"DDX51"	0.28	-0.27	0.16	0.13
"DKKL1"	0.28	0.29	0.71	-0.53
"E2F2"	0.28	1.18	-0.08	0.57
"ELOVL5"	0.28	-0.03	0.38	0.3
"ESYT1"	0.28	0.27	0.4	-0.01
"FAM117B"	0.28	-0.18	-0.51	0.05
"FNDC1"	0.28	0.28	-0.16	0.87
"GDPD3"	0.28	0.31	-1.08	1.16
"GNB3"	0.28	-0.01	-0.07	1.34
"GPR85"	0.28	0.67	0.06	0.91
"GSTM2"	0.28	-0.16	0.64	0.26
"H2AFJ"	0.28	0.21	-0.33	-0.06
"HMP19"	0.28	0.44	0	-0.15
"HOOK3"	0.28	-0.03	-0.2	0.76
"HSPB1P1"	0.28	-0.16	-0.03	0.28
"IBTK"	0.28	-0.24	0.1	0.54
"ICOSLG"	0.28	-1.01	0.98	-0.08
"IFITM1"	0.28	0.26	1.35	2.96
"IFT81"	0.28	0.32	-0.17	0.63
"KDELR1"	0.28	-0.03	0.33	0.45
"KIAA0895"	0.28	-0.32	0.63	-0.14
"LETM1"	0.28	0.31	-0.26	0.7
"LPIN1"	0.28	-0.02	0.09	0.93
"LZTR1"	0.28	0.52	-0.14	0.47
"MCM8"	0.28	0.62	-0.37	0.8
"MCTP1"	0.28	0.22	0.31	-0.36
"MMP7"	0.28	0.28	-0.3	0.51
"MORF4L2"	0.28	0.2	0.21	0.24
"MPPE1"	0.28	0.28	0.11	0.79
"MSL3"	0.28	0.16	-0.33	1.06
"MUC1"	0.28	0.22	-0.22	0.05
"NBPF26"	0.28	0.08	1.23	-1.19
"NLRC4"	0.28	0.29	0.28	0.45
"NRIP1"	0.28	0.44	-0.13	0.08
"NUBP1"	0.28	0.33	0.06	0.63
"OGFOD1"	0.28	0.03	0.24	0.3
"P3H3"	0.28	0.52	0.56	0.8
"PABPC1P1"	0.28	-0.15	-0.19	0.37
"PARP12"	0.28	0.13	0.58	0.46
"PCDHA12"	0.28	-0.12	0.06	0.62
"PDE1A"	0.28	-0.26	0.15	0.65
"PENK"	0.28	0.28	1.01	1.14
"PHIP"	0.28	-0.73	-1.38	0.87
"PHLDB3"	0.28	-0.08	0.61	-0.6
"PITPNM1"	0.28	-0.1	0.15	0.2
"POLR2B"	0.28	0.25	0	0.64
"POU6F1"	0.28	-0.87	-1.96	0.97
"PPFIA1"	0.28	0.15	-0.86	0.77
"PRAMEF1"	0.28	0.07	-0.68	1.02
"PRPF38B"	0.28	-0.03	-0.26	0.26
"RP11-12M9.4"	0.28	-0.1	0	0
"RP11-241F15.10"	0.28	-0.82	-0.79	0.61
"RP11-266I3.1"	0.28	-0.22	0.83	0.24
"RP11-45J1.1"	0.28	0.01	-0.51	0.22
"RP11-495P10.10"	0.28	-0.11	0.74	-0.06
"RP5-998N21.10"	0.28	-0.8	0.03	0.46
"RPL23AP2"	0.28	-0.03	-0.29	0.29
"RPL6P27"	0.28	0.73	0.31	-0.44
"SARAF"	0.28	-0.06	0.16	-0.17
"SCAMP2"	0.28	0.14	-0.12	0.37
"SEPT11"	0.28	0.33	-0.22	0.15
"SERPINA3"	0.28	-0.32	1.32	-3.6
"SGSM2"	0.28	0.18	0.08	-2.34
"SHISA4"	0.28	0.31	-0.04	0.44
"SLC25A27"	0.28	-0.18	-0.04	-0.28
"SPDYE2"	0.28	-0.19	0.41	-0.08
"STK26"	0.28	0.37	-0.28	0.95
"SULT1A2"	0.28	0.37	-0.84	0.18
"SURF4"	0.28	0.14	0.16	0.44
"SUSD6"	0.28	0.36	-0.2	0.05
"SYNJ2BP"	0.28	0.23	-0.44	0.65
"TAGLN2"	0.28	0.65	0.41	1.25
"TICAM1"	0.28	0.74	0.04	0.49
"TLR1"	0.28	0.28	0.93	0.63
"TNFAIP1"	0.28	-0.38	0.16	0.34
"TPMTP1"	0.28	-0.94	0.21	0.23
"TSC22D4"	0.28	0.11	0.39	0.36
"TSPYL4"	0.28	-0.13	-0.41	0.84
"UBD"	0.28	0.1	0.19	0.47
"UGT1A7"	0.28	0.1	0.21	0
"USP28"	0.28	0.42	0.17	-0.34
"VWA5A"	0.28	0.43	-0.1	-1.81
"WFS1"	0.28	-0.4	-1.33	0.92
"XXbac-BPG32J3.22"	0.28	0.28	0	0
"YTHDF3"	0.28	0.04	0.07	0.52
"ZFYVE21"	0.28	0.44	0.12	0.5
"ZKSCAN3"	0.28	-0.03	-0.75	0.59
"ZNF300"	0.28	0.8	0.32	1.32
"ZNF429"	0.28	0.25	-0.37	0.62
"ZNF44"	0.28	0.28	0.18	-0.51
"ZNF492"	0.28	-0.53	0.23	0.32
"ZNF594"	0.28	-0.47	-0.32	1.05
"ZNF599"	0.28	0.12	0.62	-0.32
"ZNF70"	0.28	0.11	-0.49	0.61
"ZNF77"	0.28	0.16	-0.74	0.32
"AC003005.4"	0.27	-0.42	-0.59	-2.04
"ACBD3"	0.27	0	-0.32	0.24
"ADPRHL1"	0.27	0.42	0.09	0.28
"AFF4"	0.27	-0.25	-0.13	0.35
"ANGEL1"	0.27	0.1	-0.1	-0.81
"ANKEF1"	0.27	0.07	0.55	2.17
"ASB11"	0.27	0.02	-0.32	0.05
"ASB14"	0.27	0.88	0.47	-0.58
"ASS1P1"	0.27	0.27	0.63	0.23
"ATXN7L2"	0.27	-1.12	1.14	0.3
"BLZF1"	0.27	-0.02	0.26	0.37
"BTG2"	0.27	0.38	0.44	-1.07
"C5orf34"	0.27	0.2	-0.01	0.29
"CAB39L"	0.27	0.36	0.37	0.06
"CD2AP"	0.27	0.18	-0.19	0.67
"CD79B"	0.27	-0.48	-0.53	0.53
"CLN5"	0.27	0.1	0	0.25
"COL4A3BP"	0.27	0.73	-0.38	1.14
"CORO6"	0.27	0.1	1.2	-0.16
"COX15"	0.27	0.04	0.1	0.7
"CXXC5"	0.27	-0.26	-0.14	0.57
"CYB5RL"	0.27	0.01	-0.54	0.84
"CYSLTR1"	0.27	0.47	-0.71	0.64
"DKK2"	0.27	-0.6	-0.71	0.16
"DNAJC13"	0.27	-0.16	0.4	0.13
"DNTTIP2"	0.27	0.28	-0.34	0.3
"DUXAP8"	0.27	0.05	-0.92	0.8
"EPS15"	0.27	-0.1	-0.63	0.64
"ERGIC2"	0.27	0.25	-0.01	0.85
"ETAA1"	0.27	0.26	-0.09	0.11
"F2RL1"	0.27	-0.18	-0.33	2.99
"FAAH"	0.27	-0.47	0.18	-0.12
"FMN1"	0.27	-0.09	0.33	-0.96
"FOXK2"	0.27	0	0.05	0.11
"GAPDHP42"	0.27	0.27	-0.62	0.62
"GIT1"	0.27	-0.15	-0.14	0.13
"GUCD1"	0.27	0.31	0.01	0.27
"HLA-B"	0.27	0.36	0.43	2.03
"HYDIN"	0.27	-1.6	-0.34	0.13
"IFFO1"	0.27	0.24	0.41	-0.11
"KCNJ6"	0.27	0.28	0.31	0.46
"KIAA0895L"	0.27	0.47	0.19	0.05
"KRT6B"	0.27	0.06	-0.45	0.45
"KRT8P15"	0.27	0.27	0.19	0
"KRTAP1-5"	0.27	0.27	-0.5	2.01
"LARP4"	0.27	0.2	0.36	0.07
"LLNLF-173C4.2"	0.27	-1.13	0.68	0
"LRRC69"	0.27	0.12	0.13	0.13
"MARVELD1"	0.27	0.07	0.08	0.18
"MCOLN2"	0.27	0.3	0.11	-0.77
"MFSD13A"	0.27	-0.08	0.06	0.48
"MTCO2P16"	0.27	0.27	0.09	0.39
"MTND1P32"	0.27	0.1	0.04	0.16
"MYL5"	0.27	0.23	0.07	-0.75
"NFYB"	0.27	0.3	0.15	0.96
